"bookName","author","series","summary","rating","price"
"她（新版）（二版）","胡晴舫","胡晴舫作品","第一次，我發現了我在世界的身分──一個亞洲女人。　　頭一次，在我的生命中，我不需再跟亞洲女人這個鬼魅似的身分抗辯。　　「亞洲女人」。　　——落後的、邊緣化的、被壓迫的、陰柔的、未開發的、被殖民的、傳統的、屈辱的、苦難的、包袱的、努力現代化的。　　每一個詞彙都含有新與舊的對立、不同價值的掙扎，聞上去都充滿悲憤而絕望的氣味。亞洲女人，邊緣中的邊緣，弱勢中的弱勢。「我突然意識到，其實東方才一直是西方觀看的對象。」　　但，真的是這樣的嗎？誰來觀看？誰來定義？又是誰來描繪？　　胡晴舫在亞洲較頻繁地旅行時，逐漸看清這個出身邏輯的缺陷。然而不僅僅是對於西方人，對於男人，甚至身為一個東亞的華人，亞洲都更容易被簡化，「我天經地義的身分，讓我更輕易忘記省思亞洲的真正意涵。就像我小時候，以為遠方就是西方，我也以為『我』就是東方。」　　於是，胡晴舫開始反省，並描繪她所看到的「她」——亞洲女人","⭐⭐⭐⭐⭐","NT$208 TWD"
"The Art and Practice of Ancient Hindu Astrology - Part One","James Braha","N/A","In this highly readable text, James Braha teaches Hindu/Vedic astrology to a pupil. This book preserves the teacher/student format to address the lack of Hindu astrology teachers in local areas. James answers every question an enquiring student could ask, while giving knowledge-hungry readers the sense they are in the room at every moment. Students report that they have been able to make the leap","⭐⭐⭐⭐⭐","NT$300 TWD"
"倒數五秒月牙","李琴峰（Li Kotomi）","N/A","二○一七年，《獨舞》獲日本群像新人文學獎優秀作。二○一九年，《倒數五秒月牙》獲芥川龍之介獎與野間文藝新人獎雙入圍。國立政治大學台灣文學研究所所長／吳佩珍、作家／瞿欣怡─專文導讀李屏瑤（作家）吳繼文（作家）東山彰良（作家）紀大偉（政大台灣文學研究所副教授、《同志文學史》作者）連俞涵（作家、演員）陳雪（作家）楊佳嫻（詩人、清華大學中文系副教授）──一致推薦（依姓名筆劃序）在日本工作的台灣女同志林妤梅，以及在台灣工作並結婚的淺羽實櫻，兩人曾是研究所時期的好友，但林卻對淺羽懷抱著一段說不出的情感。研究所畢業後兩人分隔汪洋，天南地北，彼此的生活都發生了變化。五年之後，平成時代最後的夏天，兩人終於在東京久別重逢，共度漫長而又短暫的一天──。本書以淡雅的筆觸，描寫語言、文化、性少數身分所帶來的生存困境，以及一段清淡的跨國戀情，同時寫出台灣與日本的文化差異，以及異國生活的不易之處。...","⭐⭐⭐⭐","NT$210 TWD"
"日本戰國這樣讀：認識六位名將，說一嘴好戰國！","月翔","大河","MIT臺灣製造的日本戰國入門書武家政權體制 × 現代企業架構，重新定義戰國時代！六位戰國名將帶你快速建立概念，讀通群雄爭霸的日本戰國時代！　　受到小說、影視、動漫、遊戲等影響，臺灣讀者對於日本戰國時代並不算陌生，甚至能如數家珍地說出許多武將的事蹟。　　不問出身、只要有實力就能出人頭地、充滿無限可能的這些特點，可說是日本戰國最大的魅力之一。尤其在織田信長引領的新時代，不問君臣關係的下剋上更是讓人直呼痛快。　　但如此藩鎮割據、群雄並起的局面究竟是建立在什麼樣的體制背景之下呢？　　武家政權體制×現代企業架構，重新定義戰國時代！　　我們所知的日本戰國時代，實為「室町幕府」的時代。1467年，一場找不出理由的「應仁之亂」揭開了戰國時代的序幕。若將整個體制比喻為「室町幕府集團」，天皇就像個是被架空的名譽董事長，由幕府將軍擔任執行長，管理設於京都的總公司。地方則由區經理（守護大名）來管轄各區境內加盟店長","⭐⭐⭐⭐⭐","NT$266 TWD"
"旅人（新版）（三版）","胡晴舫","胡晴舫作品","這是一本旅行哲學指南也是一本旅人哲學手冊無論你能否安全抵達你的目的地，你都已經回不去了。　　◎二十一世紀的旅人面對的旅行，甚至不再是真正的旅行。 只是移動。沒有什麼未發現的大陸，沒有什麼神秘難得的香料，沒有什麼待征服的叢林，沒有什麼文明之外的人種，沒有什麼平常生活的邊緣，需要你的身體進入，直接承受強而有力的精神折磨。不論如何，你總有你的熱水、香皂、保養品和睡覺用的牙套。你移動，所以你旅行。　　◎階級是身份。當一個旅人移動時，階級跟著旅行。透過你的機票艙位、手錶、皮箱和給小費的方式，告訴新社會裡的陌生人你的身份。　　◎為了確保旅人看到他們想看的天堂島，一些峇里島人如同熟練的商業劇場經營者，挑出最易認、最膚淺、最討好的文化符號，大量製造，組合出必定賣座的戲碼，全年無休上演。島嶼上充斥廉價的原始情調。只要旅人的眼睛存在，被觀看的城市就被迫矯情。看與被看之間，是權力關係，是含有默契的協定","⭐⭐⭐⭐½","NT$208 TWD"
"無名者","胡晴舫","胡晴舫作品","「我以一張平庸的臉孔，活在一個庸俗的時代。這是科技最新的時候，也是人性最舊的時候。」　　「再沒有一個時代比我的時代更大眾化，庸俗，無名，零碎，人人活得面目模糊，躲在面板後頭過日子，汲汲一生尋找免費升級的途徑。」　　[Anonymity無名]　　Anonymity確實和城市關聯，而那些城市都是生命的背景帷幕。「到了陌地生（Madison，亦作麥迪遜），我才明白我擅長獨處。……我注定不偉大，但我還沒開始瞪視自己的平庸，讓自憐變成習慣。我只是坐在那裡。」　　而「二十幾歲到香港，我接受了沒有永恆這件事。無止盡的是過渡。什麼都是過渡，什麼都在過渡。我這個人也是過渡。」坐在九龍往港島開駛的渡輪上，夜幕剛垂，天空仍是深黝的黯藍色，中環、金鐘、灣仔一帶的大樓窗口逐漸浮現點點光輝，隨著夜色加深，不一會兒，整座香港島變成鑽石寶山，漂浮於穹蒼與海洋之間，發出不真實的童話光芒。「但，也是那個魔幻時刻","⭐⭐⭐⭐⭐","NT$208 TWD"
"濫情者（15周年紀念版）","胡晴舫","胡晴舫作品","獻給都會濫情眾生｛胡晴舫 十五週年｝紀念版×｛聶永真｝獨特詮釋61個詞條 × 61種情境多年前，胡晴舫和這個世界談的一場激情戀愛──即使這個世界從不回頭多看她一眼你只有抽取了她寫作的具體時空，才會發現文本超越時空的能力　　不到三十歲的胡晴舫，好像十九世紀末、二十世紀初的佩索阿、班雅明一樣，用辭典式寫作完成了自己的跨世紀觀察——空間是在亞洲，這就是《濫情者》，在15年後的今天看，這個早熟的「台灣現代性小孩」（李歐梵語）和那個世界談的一場戀愛，依舊轟轟烈烈，猶如時代列車滾滾而來。如果你不知道此書文本創作於15-20年前，你會認定，這是作者獻給21世紀第二個十年的濫情讀者的一封封獨特的情書。只有在抽取了寫作的具體時空後，文本超越時空的能力才會綻放。　　設計師聶永真也是《濫情者》15年前的讀者，他操刀設計的15週年版，以25/35世代的想像和生命經歷為出發點，選擇了「減色野獸派」來詮釋這本經典之作","⭐⭐⭐⭐½","NT$214 TWD"
"叢林：關於地球生命與人類文明的大歷史","派區克•羅勃茲","鷹之眼","全球第一本涵蓋各種熱帶叢林環境與文明的興衰史人類無限地自熱帶森林擷取資源，卻又傷害了森林以及住在森林裡的物種和人類熱帶叢林，對地球生命和全球新秩序的重要見證　　「卓越……在叢林與人中，羅勃茲透過整合考古學、生物學、地質學和政治經濟學，對熱帶景觀的起源和困境，以及以熱帶景觀為家的人們，進行了有力而全論述。」--《科學》　　從恐龍時代到第一個人類城市，熱帶森林創造了地球歷史。然而，對我們許多人來說，對於熱帶森林的想像來自於電影和小說，像是《侏羅紀公園》《泰山》等等。茂密的原始荒野看起來很美，但與我們的生活無關，在現代城市裡生活的我們也習慣將熱帶森林隔絕在生活之外，認為叢林是危險的地方，不利於需要大量生產食物的人口。　　然而這本書卻講了一個不同的故事。德國馬克斯普朗克人類歷史科學研究所的派屈克・羅伯茲博士，多年來專研叢林科學。在這本書中顛覆了普遍認為叢林不適宜人類居住","N/A","NT$420 TWD"
"阿姨，我不想努力了！？——那些勵志書不會告訴你的人生真相","劉仲敬","LZJ","遭遇感情問題？對未來感到迷茫？抑或想提升階級地位？幸好有阿姨的啟蒙和開示——靠自己不如靠阿姨！！眾人皆醉姨獨醒？不是，他只是教你看清自己的白日夢，走往對的方向而已。人生，就該這樣子玩！不想當費拉順民的都會中產階級之必讀人生指南！本書不是用來取暖的心靈雞湯，本書也不假裝政治正確──內容辛辣、含有易碎玻璃，請小心服用。　　　　「阿姨」是何許人物？此阿姨非彼阿姨！彼阿姨是渴求年輕肉體的富婆，此阿姨是指點迷津的智者。「阿姨」劉仲敬，長年致力於用憲政演化的角度研究歷史，並投入民族發明的推廣；這次他改以獨特的理論體系，點評人生百態，用最犀利的論述，告訴讀者人生中最尖銳的實話。<...","⭐⭐⭐⭐","NT$280 TWD"
"動物農莊","喬治・歐威爾","N/A","**所有動物一律平等，但有些動物比其他動物更平等。劉紹銘教授重新翻譯歐威爾經典名作**曼納農莊莊主鍾斯先生飽食終日，性嗜杯中物，為人刻薄寡恩，農莊內的大小豬狗牛羊雞馬騾，日間撐着老命給莊主幹活，吃的只夠半飽，且不說工作表現一不如意就得受皮肉之苦。且說一個仲夏之夜鍾斯在酒鋪買醉，晨昏顛倒，隔天中午才回到農莊，完全沒有把餵飼動物這回事放在心上。他一摸進家門便倒頭睡在客廳沙發上。動物們也因此一直空着肚子捱餓。最後他們實在忍不住了，但見一隻牛用角撞開貯糧庫的大門，各動物應聲而上，各自分頭從飼料箱取東西填肚子。鍾斯先生這時突然驚醒，一瞬間跟手下四名傭工趕到貯糧庫，手執皮鞭四邊狠狠的抽打一番。這教肚子餓壞了的動物忍無可忍，大夥兒不約而同撲向一直折磨他們的狠心主人。鍾斯一夥突然發覺四面受敵，被犄角牴，蹄子踢，形勢完全失控。他們從沒見過或想過動物竟然有此舉動。這些牲畜都曾經是他們隨意鞭撻、即興折磨的奴隸","N/A","NT$215 TWD"
"城市的憂鬱（新版）","胡晴舫","胡晴舫作品","她承續了西方作家如波特萊爾、本雅明，以及卡爾維諾的城市觀察，　　但更具當下氣質和華人作家氣質，再現了我們自己時代的現代性。　　　　這是一本為城市翻案的作品，　　城市偉大且不朽，就像人類的肉身，會毀滅，但也會復活與重生。　　她並不可憎，而鄉愁是人工製造。　　　　只要地球上還有一個城市人活著，他就會再造一座新的城市。　　　　＝＝＝＝＝＝＝＝＝＝　　　　在華人世界中，城市很早就存在，但是在華文寫作中，城市卻很少成為被解剖和觀察的對象。古代文人喜歡寫《東京夢華錄》，現在的文人雅士們憎惡大都會，多寫農家樂。談論單一的、個體的城市書寫雖然日漸增多，但都是講在地的城市學，訴求小小的樂趣與生活細節，把「鄉愁」形塑為對都市變遷的「懷舊」。　　　　然而，本書作者胡晴舫則更希望往前推究，探討人類城市的共通本質。　　　　她就像巴爾札克在十九世紀末對巴黎充滿好奇，代筆了那個世紀的文化觀察，...","N/A","NT$208 TWD"
